name,price,speed,modules,price_per_gb,color,first_word_latency,cas_latency
TEAMGROUP T-Force Vulcan 16 GB,0.0,43200,28,0.0,Black / Silver,10.0,16.0
Crucial Ballistix Sport LT 4 GB,0.0,42400,14,0.0,Red,13.333,16.0
Crucial CT32G4RFD4266 32 GB,70.02,42666,132,2.188,Green / Black,14.254,19.0
Crucial CT8G4RFS424A 8 GB,28.99,42400,18,3.624,Green / Black,14.167,17.0
GeIL EVO POTENZA 16 GB,0.0,42666,28,0.0,Black,12.003,16.0
Kingston HyperX Fury 32 GB,0.0,42133,216,0.0,Red / Silver,13.127,14.0
V7 V7192008GBD 8 GB,0.0,42400,18,0.0,Black,14.167,17.0
ADATA Flame 4 GB,0.0,42400,14,0.0,Black / Orange,13.333,16.0
Patriot Viper Elite 16 GB,0.0,42400,28,0.0,Silver / Red,12.5,15.0
G.Skill Trident Z RGB 32 GB,117.53,42666,48,3.673,Black,13.503,18.0
G.Skill Trident Z RGB 32 GB,0.0,43466,216,0.0,Black,9.233,16.0
TEAMGROUP T-Force XCalibur RGB 16 GB,0.0,44000,28,0.0,Black,9.0,18.0
TEAMGROUP T-Force XCalibur RGB SE 16 GB,0.0,44000,28,0.0,Black,9.0,18.0
Corsair Vengeance LPX 32 GB,0.0,44000,216,0.0,Black / Yellow,9.5,19.0
Crucial CT4K16G4VFS4266 64 GB,0.0,42666,416,0.0,Green / Black,14.254,19.0
ADATA XPG SPECTRIX D41 16 GB,0.0,43200,28,0.0,Red,10.0,16.0
ADATA XPG SPECTRIX D80 16 GB,0.0,43200,28,0.0,Red,10.0,16.0
Corsair Vengeance RGB Pro 16 GB,0.0,43200,28,0.0,Black,8.75,14.0
Corsair Vengeance RGB Pro 32 GB,0.0,43000,216,0.0,White,10.0,15.0
Kingston HyperX Predator 8 GB,0.0,43000,24,0.0,Black / Silver,10.0,15.0
Mushkin Silverline 32 GB,103.99,42666,216,3.25,Silver / Green,14.254,19.0
ADATA Premier 16 GB,0.0,42666,28,0.0,Green / Black,14.254,19.0
G.Skill Trident Z Royal 16 GB,0.0,43000,28,0.0,Gold,10.667,16.0
GeIL EVO SPEAR 16 GB,0.0,42666,28,0.0,Black / Orange,14.254,19.0
Kingston HyperX Fury 32 GB,0.0,43200,216,0.0,Black / White,11.25,18.0
V-Color SKYWALKER 16 GB,0.0,43000,28,0.0,Black / Silver,10.0,15.0
Crucial CT16G4XFD8266 16 GB,139.99,42666,116,8.749,Green / Black,14.254,19.0
Corsair Vengeance LPX 128 GB,0.0,42400,432,0.0,Black / Yellow,13.333,16.0
Patriot Signature Premium 16 GB,0.0,42400,116,0.0,Black,14.167,17.0
Kingston HyperX Fury RGB 8 GB,50.99,42666,18,6.374,Black,12.003,16.0
Corsair Vengeance RGB Pro 16 GB,0.0,44600,28,0.0,Black,7.826,18.0
Patriot Viper 4 Blackout 16 GB,0.0,43600,28,0.0,Black,9.444,17.0
TEAMGROUP T-Force Dark Z 8 GB,0.0,43200,18,0.0,Silver,10.0,16.0
Patriot Viper Venom RGB 16 GB,0.0,43600,28,0.0,Black,9.444,17.0
OLOy MD4U163216CGDA 32 GB,0.0,43200,216,0.0,Black,10.0,16.0
Corsair Vengeance LPX 64 GB,0.0,43000,232,0.0,Black / Yellow,10.0,15.0
GeIL EVO SPEAR 32 GB,0.0,43200,216,0.0,Black / Orange,10.0,16.0
G.Skill Trident Z Neo 32 GB,0.0,43600,48,0.0,Black / Silver,7.778,14.0
Kingston KCP426NS6/4 4 GB,23.06,42666,14,5.765,Green / Black,14.254,19.0
Kingston HyperX Predator RGB 32 GB,0.0,43600,48,0.0,Black,9.444,17.0
Kingston HyperX Predator RGB 64 GB,0.0,43200,416,0.0,Black,10.0,16.0
Kingston HyperX Predator RGB 16 GB,0.0,43200,116,0.0,Black,10.0,16.0
Crucial Ballistix 32 GB,0.0,43000,216,0.0,White,10.0,15.0
Crucial Ballistix RGB 32 GB,0.0,43200,216,0.0,White,10.0,16.0
G.Skill Trident Z Royal 256 GB,0.0,42666,832,0.0,Gold,13.503,18.0
Corsair Vengeance RGB Pro 64 GB,0.0,43000,232,0.0,Black,10.667,16.0
GeIL GeIL EVO POTENZA AMD 32GB (2 x 16GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model GAPB432GB3200C16ADC 32 GB,0.0,43200,216,0.0,Black,10.0,16.0
GeIL EVO SPEAR 16 GB,0.0,43200,28,0.0,Black,10.0,16.0
TEAMGROUP Team T-FORCE VULCAN Z 64GB (2 x 32GB) 288-Pin DDR4 SDRAM DDR4 3000 (PC4 24000) Desktop Memory Model TLZGD464G3000HC16CDC01 64 GB,0.0,43000,232,0.0,Gray,10.667,16.0
Thermaltake H-ONE 16 GB,0.0,43200,28,0.0,Black / Silver,10.0,16.0
ADATA XPG GAMMIX D10 16 GB,0.0,43000,28,0.0,Black / Silver,10.667,16.0
ADATA XPG SPECTRIX D50 32 GB,0.0,43200,216,0.0,Black,10.0,16.0
TEAMGROUP Elite Plus 16 GB,0.0,42666,28,0.0,Red / Black,14.254,19.0
Thermaltake TOUGHRAM RC 16 GB,0.0,43200,28,0.0,Black,10.0,16.0
Kingston HyperX Fury RGB 64 GB,0.0,43200,232,0.0,Black,10.0,16.0
Micron MT8JTF25664AZ-1G4D1 2 GB,22.1,31333,12,11.05,Unknown,13.503,9.0
G.Skill Trident Z Royal 64 GB,0.0,43200,232,0.0,Gold,8.75,14.0
Apacer AU 16 GB,0.0,42666,116,0.0,Black,14.254,19.0
TEAMGROUP Xtreem ARGB 32 GB,0.0,43200,216,0.0,White,8.75,14.0
Neo Forza MARS 64 GB,0.0,43200,232,0.0,Gray / Black,10.0,16.0
Neo Forza FAYE 8 GB,0.0,43000,18,0.0,Silver / Black,10.0,15.0
Neo Forza FAYE 32 GB,0.0,43000,216,0.0,Silver / Black,10.0,15.0
TEAMGROUP T-Create Classic 32 GB,0.0,42666,216,0.0,Silver,14.254,19.0
G.Skill Trident Z5 32 GB,0.0,55600,216,0.0,Silver / Black,12.857,36.0
TEAMGROUP T-Force Vulcan 32 GB,0.0,55200,216,0.0,Black / Silver,14.615,38.0
Neo Forza Encke 16 GB,0.0,31600,28,0.0,Gold / Black,13.75,11.0
V-Color Manta XPrism RGB 32 GB,0.0,56000,216,0.0,Black,12.0,36.0
G.Skill TridentZ RGB 16 GB,0.0,44600,28,0.0,Black,8.261,19.0
Kingston FURY 16 GB,0.0,42400,116,0.0,Black,12.5,15.0
GeIL Orion AMD Edition 32 GB,0.0,43200,216,0.0,Gray,10.0,16.0
GeIL Polaris RGB 32 GB,0.0,55600,216,0.0,Gray,13.571,38.0
TEAMGROUP T-Force Vulcan Z 32 GB,0.0,44000,216,0.0,Red,9.0,18.0
TEAMGROUP T-Force Delta RGB 16 GB,0.0,43600,28,0.0,Black,7.778,14.0
Kingston FURY Renegade 16 GB,0.0,44600,28,0.0,Black,8.261,19.0
G.Skill Trident Z5 RGB 32 GB,0.0,55600,216,0.0,Black,12.857,36.0
Kingston Server Premier 32 GB,189.99,42933,132,5.937,Unknown,14.32,21.0
Lexar Hades OC 16 GB,0.0,43200,116,0.0,Gray / Black,11.25,18.0
Lexar Hades OC 32 GB,0.0,43600,216,0.0,Gray / Black,10.0,18.0
VisionTek OCPC PISTA RGB 16 GB,149.99,55200,28,9.374,Gray,13.846,36.0
TEAMGROUP Elite 4 GB,0.0,42400,14,0.0,Black,13.333,16.0
TEAMGROUP T-Force Delta TUF Gaming Alliance RGB 8 GB,0.0,43200,18,0.0,Black / Gold,10.0,16.0
TEAMGROUP T-Force Delta TUF Gaming Alliance RGB 32 GB,0.0,43600,216,0.0,Black / Gold,8.889,16.0
ADATA XPG GAMMIX D45 16 GB,0.0,43200,116,0.0,White,10.0,16.0
ADATA XPG GAMMIX D45 32 GB,0.0,43200,216,0.0,Black,10.0,16.0
ADATA XPG GAMMIX D45 8 GB,0.0,43600,18,0.0,Black,10.0,18.0
ADATA XPG SPECTRIX D50 32 GB,0.0,43200,132,0.0,Black,10.0,16.0
ADATA XPG SPECTRIX D50 64 GB,0.0,43200,232,0.0,Black,10.0,16.0
ADATA XPG SPECTRIX D50 32 GB,0.0,43600,48,0.0,Black,10.0,18.0
Mushkin Silverline 16 GB,115.58,42133,116,7.224,Silver,14.065,15.0
Mushkin Proline 32 GB,104.99,42933,132,3.281,Unknown,14.32,21.0
G.Skill Trident Z 32 GB,0.0,56400,216,0.0,White / Black,10.0,32.0
G.Skill Ripjaws V 64 GB,0.0,43200,232,0.0,Red,8.75,14.0
G.Skill Trident Z Royal 256 GB,0.0,43600,832,0.0,Gold,8.889,16.0
Patriot Signature Line 16 GB,0.0,55600,28,0.0,Black,14.286,40.0
Patriot Signature Line 8 GB,0.0,55600,18,0.0,Black,14.286,40.0
Patriot Viper Venom RGB 32 GB,0.0,43200,216,0.0,Black,10.0,16.0
Silicon Power XPOWER Zenith RGB Gaming 8 GB,0.0,43200,18,0.0,Black,10.0,16.0
Silicon Power XPOWER Zenith RGB Gaming 16 GB,0.0,43200,116,0.0,Black,10.0,16.0
Silicon Power SP032GBLFU320X22 32 GB,0.0,43200,216,0.0,Unknown,13.75,22.0
Silicon Power SP064GBSFU266X22 64 GB,0.0,42666,164,0.0,Unknown,14.254,19.0
G.Skill Trident Z5 RGB 64 GB,0.0,56000,232,0.0,Black,10.667,32.0
Corsair Vengeance 64 GB,0.0,55600,232,0.0,Gray,12.857,36.0
Thermaltake TOUGHRAM XG RGB 16 GB,219.99,44600,28,13.749,White / Silver,8.261,19.0
TEAMGROUP Elite Plus 32 GB,0.0,55200,216,0.0,Black,16.154,42.0
OLOy Blade RGB 16 GB,0.0,55600,28,0.0,Black,14.286,40.0
GeIL Polaris RGB SYNC 32 GB,0.0,58000,216,0.0,Red,9.5,38.0
OLOy Blade RGB 64 GB,0.0,55600,232,0.0,White,12.857,36.0
TEAMGROUP Elite Plus 16 GB,0.0,43200,28,0.0,Red / Black,13.75,22.0
TEAMGROUP Elite 32 GB,0.0,55600,132,0.0,Black,16.429,46.0
TEAMGROUP Elite 16 GB,0.0,55600,28,0.0,Black,16.429,46.0
TEAMGROUP Elite 64 GB,0.0,56400,232,0.0,Black,16.25,52.0
TEAMGROUP Elite 32 GB,0.0,56400,216,0.0,Black,16.25,52.0
ADATA XPG LANCER RGB 16 GB,0.0,56400,116,0.0,White,10.0,32.0
Netac Shadow II 8 GB,0.0,43200,18,0.0,Black,10.0,16.0
TEAMGROUP T-Force Vulcan 64 GB,0.0,55600,232,0.0,Black,12.857,36.0
TEAMGROUP T-Force Vulcan 32 GB,0.0,56400,132,0.0,Black,10.625,34.0
ADATA XPG GAMMIX D10 8 GB,0.0,43600,18,0.0,Black,10.0,18.0
Mushkin Redline Lumina White 32 GB,112.99,56000,216,3.531,White,12.0,36.0
Acer Predator Hermes RGB 32 GB,0.0,58000,216,0.0,Black,9.0,36.0
Kingston FURY Renegade 32 GB,229.48,57200,216,7.171,Silver / White,10.556,38.0
Crucial CT16G4SFD824A 16 GB,41.0,42400,116,2.562,Black / Green,14.167,17.0
Mushkin Redline 16 GB,34.99,42666,28,2.187,Unknown,12.003,16.0
Kingston FURY Impact 64 GB,189.99,54800,232,2.969,Black,15.833,38.0
G.Skill Trident Z 32 GB,211.69,43200,48,6.615,Silver / White,8.75,14.0
Kingston FURY Impact 16 GB,69.99,54800,28,4.374,Black,15.833,38.0
G.Skill Sniper 16 GB,39.99,31600,28,2.499,Black / Red,12.5,10.0
G.Skill Trident Z Royal 64 GB,421.88,43200,416,6.592,Gold,8.75,14.0
Mushkin Essentials 8 GB,20.58,31066,24,2.572,Green,13.133,7.0
G.Skill Ripjaws V 32 GB,1922.37,43200,216,60.074,Red,8.75,14.0
Mushkin Redline Lumina 64 GB,139.99,43200,232,2.187,Black,10.0,16.0
Patriot Viper Venom RGB 32 GB,114.99,56600,216,3.593,Black / White,12.121,40.0
V-Color TRA548G64D832Q 192 GB,1519.99,56400,448,7.917,White,10.0,32.0
Crucial CT8G3S160BM 8 GB,18.0,31600,18,2.25,Black / Green,13.75,11.0
Crucial CT32G4SFD8266 32 GB,66.9,42666,132,2.091,Green / Black,14.254,19.0
Corsair Vengeance RGB RT 32 GB,124.99,43200,48,3.906,Black,10.0,16.0
Mushkin Redline Lumina 32 GB,166.93,43200,216,5.217,White,8.75,14.0
G.Skill Trident Z 16 GB,656.48,44000,28,41.03,White / Gold,9.5,19.0
Corsair Dominator Platinum 32 GB,0.0,42800,216,0.0,Black / Silver,10.714,15.0
G.Skill Trident Z Royal Elite 64 GB,0.0,44000,232,0.0,Silver,9.0,18.0
G.Skill Trident Z 32 GB,110.99,55600,216,3.468,Black,12.857,36.0
G.Skill Ripjaws V 32 GB,175.63,44000,48,5.488,Red,8.5,17.0
Corsair Dominator 8 GB,185.0,31600,42,23.125,Black / Blue,10.0,8.0
G.Skill Ripjaws 8 GB,25.71,31333,24,3.214,Black / Red,13.503,9.0
G.Skill Ripjaws X 16 GB,126.68,31866,44,7.918,Black / Red,9.646,9.0
Corsair Vengeance 4 GB,24.99,31600,14,6.247,Black / Yellow,11.25,9.0
G.Skill Aegis 16 GB,0.0,31600,28,0.0,Unknown,13.75,11.0
G.Skill Aegis 8 GB,21.66,31600,24,2.708,Unknown,13.75,11.0
Crucial CT32G4LFQ4213 32 GB,82.99,42133,132,2.593,Black / Green,14.065,15.0
Kingston ValueRAM 32 GB,72.77,42133,132,2.274,Black / Green,14.065,15.0
G.Skill Trident Z RGB 16 GB,108.22,44000,28,6.764,Black,9.0,18.0
G.Skill Trident Z RGB 32 GB,0.0,43000,216,0.0,Black,9.333,14.0
G.Skill NT 16 GB,0.0,42400,28,0.0,Unknown,14.167,17.0
Crucial CT8G4SFS8266 8 GB,21.0,42666,18,2.625,Green / Black,14.254,19.0
Crucial CT16G4RFD4266 16 GB,42.99,42666,116,2.687,Green / Black,14.254,19.0
G.Skill Trident Z RGB 32 GB,0.0,43600,48,0.0,Black,10.556,19.0
Mushkin Essentials 32 GB,69.98,42400,216,2.187,Silver / Green,14.167,17.0
G.Skill Ripjaws V 64 GB,459.33,44000,88,7.177,Black,7.5,15.0
G.Skill Ripjaws V 32 GB,0.0,43600,216,0.0,Black,7.778,14.0
Corsair Vengeance RGB RS 32 GB,159.99,43200,48,5.0,Black / Gray,10.0,16.0
Kingston FURY Beast 128 GB,320.39,42666,432,2.503,Black,12.003,16.0
Lexar Hades RGB 32 GB,0.0,43600,216,0.0,Black,10.0,18.0
ADATA XPG CASTER RGB 32 GB,0.0,56000,216,0.0,Black / Silver,10.0,30.0
Mushkin Enhanced Redline Stiletto 16 GB,75.7,43200,28,4.731,Black,8.75,14.0
VisionTek 901349 8 GB,58.55,43200,18,7.319,Black,13.75,22.0
Kingston FURY Renegade Pro 16 GB,96.93,55600,116,6.058,Black,12.857,36.0
Kingston FURY Renegade Pro 64 GB,371.99,56000,416,5.812,Black,10.667,32.0
V-Color TRA524G56S836O 192 GB,1439.99,55600,824,7.5,Black,12.857,36.0
Corsair XMS2 4 GB,0.0,2800,22,0.0,Black / Blue,12.5,5.0
Kingston HyperX 4 GB,0.0,2800,22,0.0,Blue / White,12.5,5.0
Kingston HyperX 2 GB,0.0,21066,21,0.0,Blue / White,9.381,5.0
Kingston ValueRAM 1 GB,37.49,2800,11,37.49,Green,15.0,6.0
Kingston ValueRAM 2 GB,19.26,2800,12,9.63,Green,12.5,5.0
OCZ OCZ2V6672G 2 GB,36.35,2667,12,18.175,Green,14.993,5.0
Corsair XMS3 8 GB,0.0,31333,42,0.0,Black / Blue,13.503,9.0
Kingston KVR1333D3N9K3/12G 12 GB,89.99,31333,34,7.499,Green,13.503,9.0
Kingston KVR1066D3N7/4G 4 GB,0.0,31066,14,0.0,Green,13.133,7.0
PNY Optima 8 GB,0.0,31333,24,0.0,Orange,13.503,9.0
G.Skill Ripjaws X + Turbulence II 4 GB,0.0,32200,22,0.0,Black / Blue,6.364,7.0
Kingston KHX1600C9D3/4G 4 GB,0.0,31600,14,0.0,Blue / Silver,11.25,9.0
Kingston KVR1066D3S7/1G 1 GB,0.0,31066,11,0.0,Green,13.133,7.0
Mushkin Silverline 2 GB,0.0,31333,12,0.0,Gray / Silver,13.503,9.0
Kingston KHX1866C11D3P1K2/8G 8 GB,0.0,31866,24,0.0,Gray / Silver,11.79,11.0
Crucial CT2KIT102464BA1339 16 GB,0.0,31333,28,0.0,Green,13.503,9.0
Corsair XMS3 8 GB,0.0,31333,18,0.0,Black / Blue,13.503,9.0
G.Skill Ares 16 GB,0.0,31866,28,0.0,Black / Blue,10.718,10.0
G.Skill Ripjaws X 16 GB,0.0,32133,28,0.0,Black / Blue,8.439,9.0
Corsair Vengeance 16 GB,0.0,32133,28,0.0,Black / Silver,9.376,10.0
Crucial Ballistix Sport 16 GB,0.0,31333,28,0.0,Black / Silver,13.503,9.0
Kingston KVR13N9S8H/4 4 GB,33.83,31333,14,8.457,Unknown,13.503,9.0
Crucial Ballistix Tactical 4 GB,0.0,31600,14,0.0,Black / Yellow,10.0,8.0
Kingston HyperX Beast 16 GB,0.0,32400,28,0.0,Black,9.167,11.0
Corsair Vengeance Pro 16 GB,0.0,31866,28,0.0,Black / Silver,9.646,9.0
Corsair Vengeance Pro 8 GB,0.0,31866,24,0.0,Black / Red,9.646,9.0
Crucial Ballistix Sport XT 16 GB,0.0,31600,28,0.0,Blue / Silver,11.25,9.0
Crucial Ballistix Sport XT 8 GB,0.0,31866,24,0.0,Unknown,10.718,10.0
VisionTek 900390 2 GB,31.07,31600,12,15.535,Black,10.0,8.0
Corsair Vengeance LP 8 GB,0.0,31600,24,0.0,Green,11.25,9.0
ADATA XPG V1.0 8 GB,0.0,31600,24,0.0,Black / Silver,11.25,9.0
G.Skill Ripjaws Z 16 GB,62.21,32133,44,3.888,Unknown,9.376,10.0
Corsair Vengeance Pro 16 GB,0.0,32666,28,0.0,Black / Red,9.002,12.0
Mushkin Essentials 32 GB,0.0,31866,48,0.0,Black / Green,13.934,13.0
Patriot Viper 3 Low Profile Blue 16 GB,0.0,31600,28,0.0,Black / Blue,11.25,9.0
G.Skill Ripjaws X 32 GB,0.0,32133,48,0.0,Black / Red,10.314,11.0
Kingston HyperX Fury 8 GB,0.0,31333,24,0.0,Black / Silver,13.503,9.0
Kingston HyperX Fury 8 GB,0.0,31600,18,0.0,White / Silver,12.5,10.0
Kingston HyperX Fury 8 GB,0.0,31866,18,0.0,Blue / Silver,10.718,10.0
Crucial Ballistix Sport 8 GB,0.0,42400,24,0.0,Gray / Silver,13.333,16.0
G.Skill Trident X 8 GB,0.0,33200,24,0.0,Black / Red,8.125,13.0
Kingston KTD-PE316LLQ/32G 32 GB,250.93,31600,132,7.842,Silver,13.75,11.0
Crucial CT2K32G3ELSDQ4186D 64 GB,0.0,31866,232,0.0,Blue / Silver,11.79,11.0
Corsair Vengeance LPX 64 GB,0.0,42400,88,0.0,Black,12.5,15.0
Corsair Dominator Platinum 32 GB,0.0,43000,48,0.0,Black / Silver,10.0,15.0
Crucial Ballistix Elite 8 GB,0.0,42666,18,0.0,Black,12.003,16.0
Kingston KVR16LE11L/8 8 GB,59.0,31600,18,7.375,Green,13.75,11.0
Corsair Vengeance LPX 32 GB,0.0,42133,48,0.0,Black / Yellow,14.065,15.0
Kingston KVR21N15D8/8 8 GB,49.99,42133,18,6.249,Black / Green,14.065,15.0
Corsair Vengeance LPX 32 GB,0.0,43000,48,0.0,Red,10.0,15.0
Crucial CT4K8G4RFD8213 32 GB,0.0,42133,48,0.0,Black / Green,14.065,15.0
Wintec 3RSA213315R5H-64GQ 64 GB,0.0,42133,416,0.0,Silver,14.065,15.0
G.Skill Ripjaws V 32 GB,0.0,42133,48,0.0,Black / Red,14.065,15.0
G.Skill Ripjaws V 16 GB,0.0,43600,44,0.0,Black,9.444,17.0
Corsair Vengeance Pro 32 GB,0.0,31600,48,0.0,Black / Red,13.75,11.0
G.Skill Ripjaws V 16 GB,446.0,43000,44,27.875,Black / Red,10.0,15.0
Corsair Vengeance Pro 16 GB,0.0,32133,28,0.0,Black / Red,10.314,11.0
Patriot Viper 4 16 GB,81.72,42400,28,5.107,Black / Red,12.5,15.0
G.Skill Ripjaws V 8 GB,0.0,42666,18,0.0,Red,11.253,15.0
G.Skill Ripjaws V 16 GB,0.0,43000,28,0.0,Black,10.0,15.0
G.Skill Ripjaws V 16 GB,0.0,43000,28,0.0,Silver,10.0,15.0
G.Skill Ripjaws V 64 GB,1924.76,43200,416,30.074,Black,9.375,15.0
G.Skill Ripjaws V 32 GB,0.0,43200,216,0.0,Black,10.0,16.0
Corsair Vengeance LPX 32 GB,0.0,43600,48,0.0,Black / Yellow,10.0,18.0
Kingston Savage 8 GB,0.0,42400,24,0.0,Black,10.0,12.0
Crucial CT2KIT51272BD160BJ 8 GB,0.0,31600,24,0.0,Black / Green,13.75,11.0
G.Skill Ripjaws V 32 GB,2298.17,43600,48,71.818,Black,9.444,17.0
Mushkin Essentials 32 GB,0.0,42133,216,0.0,Black / Green,14.065,15.0
Avexir ROG Red Tesla 32 GB,0.0,42666,48,0.0,Black / Red,11.253,15.0
Corsair Dominator Platinum 8 GB,132.97,42800,24,16.621,Black / Silver,10.714,15.0
Kingston FURY 16 GB,0.0,42133,116,0.0,Black / Green,13.127,14.0
Avexir Core 16 GB,0.0,42666,28,0.0,Black / Blue,12.753,17.0
Crucial CT4K8G4WFS824A 32 GB,0.0,42400,48,0.0,Black / Green,14.167,17.0
Kingston ValueRAM 32 GB,0.0,42400,48,0.0,Green,14.167,17.0
Corsair Vengeance LED 16 GB,0.0,43000,28,0.0,Black / Blue,10.0,15.0
G.Skill Trident Z 32 GB,0.0,43200,216,0.0,Black / Orange,9.375,15.0
Corsair Vengeance Performance 64 GB,0.0,42666,416,0.0,Black / Yellow,13.503,18.0
TEAMGROUP Vulcan 8 GB,0.0,42400,18,0.0,Black / Red,11.667,14.0
Crucial Ballistix Sport LT 16 GB,0.0,42666,28,0.0,White,12.003,16.0
Corsair Vengeance RGB 32 GB,299.0,43200,216,9.344,White,10.0,16.0
ADATA XPG GAMMIX D10 16 GB,0.0,42666,28,0.0,Red / White,12.003,16.0
Patriot Viper Elite 8 GB,0.0,42400,18,0.0,Gray,13.333,16.0
ADATA XPG GAMMIX D10 16 GB,0.0,42666,28,0.0,Black / White,12.003,16.0
Corsair Vengeance RGB 32 GB,0.0,43200,216,0.0,Black,10.0,16.0
G.Skill Aegis 16 GB,34.99,42400,116,2.187,Black / Red,14.167,17.0
G.Skill Trident Z 16 GB,0.0,44133,28,0.0,Black / White,9.194,19.0
TEAMGROUP T-Force Dark 8 GB,0.0,42666,18,0.0,Red / Black,11.253,15.0
Crucial Ballistix Sport LT 8 GB,0.0,42400,18,0.0,Gray,13.333,16.0
GeIL EVO FORZA 16 GB,0.0,42666,28,0.0,Red / Black,12.003,16.0
Kingston HyperX Fury 32 GB,0.0,42666,216,0.0,Red / Silver,12.003,16.0
Crucial Ballistix Sport LT 32 GB,0.0,42400,48,0.0,Silver / Gray,13.333,16.0
TEAMGROUP T-Force Vulcan TUF Gaming Alliance 16 GB,0.0,42400,28,0.0,Gold / Black,11.667,14.0
ADATA XPG GAMMIX D10 4 GB,0.0,42400,14,0.0,Black / White,13.333,16.0
ADATA XPG GAMMIX D10 8 GB,0.0,42400,18,0.0,Red / White,13.333,16.0
Patriot Viper Venom RGB 16 GB,0.0,44133,28,0.0,Black / Silver,9.194,19.0
ADATA XPG SPECTRIX D41 32 GB,0.0,42666,216,0.0,Black,12.003,16.0
Corsair Vengeance RGB Pro 16 GB,0.0,43466,28,0.0,Black,9.233,16.0
Crucial Ballistix Tactical 16 GB,0.0,43000,116,0.0,Black,10.0,15.0
Crucial Ballistix Sport AT 16 GB,0.0,43000,28,0.0,Silver / Black,11.333,17.0
TEAMGROUP T-Force Dark Pro 16 GB,0.0,43466,28,0.0,Black / Silver,9.233,16.0
Corsair Vengeance RGB Pro 128 GB,0.0,42666,816,0.0,White,12.003,16.0
Corsair Vengeance RGB Pro 16 GB,0.0,44266,28,0.0,Black,8.908,19.0
Kingston HyperX Fury 64 GB,0.0,42933,416,0.0,Black / White,11.592,17.0
Crucial Ballistix Sport LT 16 GB,0.0,43000,28,0.0,Silver / Gray,10.667,16.0
Crucial Ballistix Sport LT 16 GB,0.0,43200,28,0.0,Silver / Black,10.0,16.0
Crucial Ballistix Sport LT 32 GB,0.0,43200,216,0.0,White / Silver,10.0,16.0
Crucial Ballistix Sport LT 32 GB,0.0,43000,216,0.0,Silver / Black,10.0,15.0
Corsair Dominator Platinum RGB 16 GB,0.0,43600,28,0.0,Black,8.889,16.0
Corsair Vengeance LPX 32 GB,0.0,43000,48,0.0,Black / Yellow,10.0,15.0
TEAMGROUP T-Force Vulcan Z 8 GB,0.0,43000,18,0.0,Red / Black,10.667,16.0
Patriot Viper Steel 16 GB,0.0,43400,28,0.0,Silver / Black,9.412,16.0
Kingston HyperX Predator 64 GB,0.0,43200,416,0.0,Black / Gray,10.0,16.0
Corsair Vengeance RGB Pro 32 GB,0.0,43200,48,0.0,Black,10.0,16.0
Corsair Vengeance RGB Pro 32 GB,0.0,43200,216,0.0,Black,10.0,16.0
G.Skill Trident Z Royal 16 GB,344.0,44400,28,21.5,Gold,8.182,18.0
G.Skill Trident Z Neo 64 GB,0.0,43200,416,0.0,Silver / Black,10.0,16.0
OLOy WarHawk RGB 16 GB,0.0,43200,28,0.0,Red / White,10.0,16.0
TEAMGROUP T-Force Dark 16 GB,0.0,43200,28,0.0,Red / Black,10.0,16.0
Kingston HyperX Fury RGB 16 GB,0.0,43000,28,0.0,Black,10.0,15.0
Kingston HyperX Predator RGB 16 GB,0.0,44000,28,0.0,Black,9.5,19.0
Kingston HyperX Predator RGB 32 GB,0.0,43000,216,0.0,Black,10.0,15.0
ADATA XPG GAMMIX D10 16 GB,0.0,43200,28,0.0,Black / Silver,10.0,16.0
Crucial Ballistix 16 GB,0.0,43000,28,0.0,White,10.0,15.0
Crucial Ballistix RGB 16 GB,0.0,43200,28,0.0,Red,10.0,16.0
Crucial Ballistix RGB 32 GB,0.0,43600,216,0.0,Red,8.889,16.0
Crucial Ballistix RGB 16 GB,0.0,43600,28,0.0,Red,8.889,16.0
G.Skill Trident Z Royal 64 GB,0.0,43200,232,0.0,Gold,10.0,16.0
G.Skill Trident Z Royal 64 GB,339.0,42666,232,5.297,Silver,13.503,18.0
Mushkin Essentials 64 GB,131.06,42666,232,2.048,Green / Black,14.254,19.0
Kingston HyperX Fury 128 GB,0.0,43200,432,0.0,Black,10.0,16.0
V-Color Prism RGB 16 GB,0.0,43200,28,0.0,Black / Silver,10.0,16.0
Corsair Vengeance LPX 16 GB,0.0,43600,28,0.0,Black / Yellow,10.556,19.0
Corsair Dominator Platinum RGB 32 GB,0.0,44000,48,0.0,White,9.5,19.0
ADATA XPG SPECTRIX D60G 16 GB,0.0,43600,28,0.0,Black,7.778,14.0
Silicon Power XPOWER Turbine RGB 16 GB,0.0,43200,28,0.0,Silver / Black,10.0,16.0
TEAMGROUP T-Force Xtreem ARGB 32 GB,0.0,43600,216,0.0,Black,7.778,14.0
Neo Forza MARS 16 GB,0.0,43600,28,0.0,Gray / Black,10.0,18.0
G.Skill Trident Z Royal 32 GB,0.0,44000,216,0.0,Silver / Black,7.0,14.0
Corsair Dominator Platinum RGB First Edition 32 GB,0.0,55200,216,0.0,Black,13.846,36.0
Acer Predator Apollo RGB 16 GB,0.0,43200,28,0.0,Silver / Black,10.0,16.0
Acer Predator Apollo RGB 32 GB,0.0,44000,216,0.0,Silver / Black,8.5,17.0
Acer Predator Talos 16 GB,0.0,43200,116,0.0,White / Black,10.0,16.0
