name,price,size,color,rpm,airflow,noise_level,pwm
Gelid Solutions Wing,0.0,120,Translucent Yellow,1500.0,64.3,"12,25",False
Gelid Solutions Wing,0.0,92,Translucent Blue,2000.0,39.79,22.5,False
NZXT FN,0.0,140,White,1300.0,62.5,26.52,False
NoiseBlocker BlackSilentPro P-1,0.0,140,Black,700.0,28.84,9,False
NoiseBlocker BlackSilentPro P-2,0.0,140,Black,1200.0,32.37,22,False
NoiseBlocker BlackSilentPro P-3,0.0,140,Black,1700.0,90.05,"33,3",False
NoiseBlocker Black Silent Pro PK-HP,0.0,140,Black,1500.0,71.22,29,True
NoiseBlocker BlackSilentFan X-2,0.0,140,Translucent Blue,1100.0,50.02,20,False
NoiseBlocker BlackSilentFan X-1,0.0,140,Translucent Blue,800.0,35.31,13,False
NoiseBlocker BlackSilentFan X-P,0.0,120,Translucent Blue,2000.0,75.33,31,True
NoiseBlocker BlackSilentFan X-2,0.0,120,Translucent Blue,1500.0,57.68,24,False
NoiseBlocker BlackSilentFan X-1,0.0,120,Translucent Blue,1000.0,40.61,13,False
NoiseBlocker BlackSilentFan X-2,0.0,92,Translucent Blue,1800.0,38.25,21,False
NoiseBlocker BlackSilentFan X-1,0.0,92,Translucent Blue,1500.0,29.42,17,False
NoiseBlocker BlackSilentFan X-2,0.0,80,Translucent Blue,1800.0,26.48,18,False
NoiseBlocker BlackSilentFan X-1,0.0,80,Translucent Blue,1300.0,15.3,10,False
NoiseBlocker BlackSilentFan X-2,0.0,40,Translucent Blue,3800.0,3.94,14,False
NoiseBlocker BlackSilentPro P-1,0.0,120,Black,900.0,40.02,12,False
NoiseBlocker BlackSilentPro P-1,0.0,92,Black,1300.0,24.72,14,False
NoiseBlocker BlackSilentPro P-P,0.0,80,Black,2000.0,31.78,18,True
NoiseBlocker BlackSilentPro P-1,0.0,40,Black,2800.0,4.12,14,False
NoiseBlocker ELoop B,0.0,120,White,1500.0,58.09,21,True
NoiseBlocker ELoop B,0.0,120,White,2400.0,88.46,34,False
NoiseBlocker Multiframe,0.0,120,Translucent Gray,1500.0,58.85,23,True
NoiseBlocker Multiframe,0.0,120,Translucent Gray,2000.0,78.28,29,True
NoiseBlocker Multiframe,0.0,120,Translucent Gray,1800.0,72.98,27,False
NoiseBlocker Multiframe,0.0,120,Translucent Gray,1250.0,51.2,16,False
NoiseBlocker Multiframe,0.0,120,Translucent Gray,750.0,34.13,8,False
NoiseBlocker Multiframe,0.0,80,Translucent Gray,2200.0,34.72,19,False
NoiseBlocker Multiframe,0.0,80,Translucent Gray,1700.0,27.66,15,False
NoiseBlocker Multiframe,0.0,80,Translucent Gray,2000.0,31.78,17,True
Phanteks F140TS,0.0,140,Red,7501200.0,"45.1,78.09","13.4,19",False
BitFenix Spectre,0.0,200,White,700.0,47.4,20,False
BitFenix Spectre Pro,0.0,140,Black,1200.0,86.73,22.8,False
BitFenix Spectre Pro,0.0,140,Clear,1200.0,86.73,22.8,False
BitFenix Spectre,0.0,140,Translucent Black,1800.0,56.1,24.2,True
BitFenix Spectre,0.0,230,Black,900.0,97.8,20,False
Cooler Master R4-L4S-10AB-GP,0.0,140,Clear,1000.0,60.9,16,False
Apevia CF12S-BK,7.99,120,Black,1500.0,57.67,24.7,False
Gelid Solutions Wing PL,0.0,120,Black / Blue,1500.0,64.3,"12,25",False
Gelid Solutions Wing PL,0.0,120,Black / Blue,6001800.0,75.59,"10,26.8",True
Gelid Solutions Silent,0.0,92,White,1500.0,31.32,20,False
Gelid Solutions Silent,0.0,80,White,1600.0,20.72,18,False
Gelid Solutions Silent,0.0,120,White,7501500.0,58,"12,25.5",True
Gelid Solutions Silent,0.0,80,White,9002000.0,27,"10,21.5",True
Gelid Solutions Wing PL,0.0,120,Green,6001800.0,75.59,"10,26.8",True
Gelid Solutions Silent TC,0.0,80,White,9002000.0,27,"10,21.5",False
Gelid Solutions Silent TC,0.0,120,White,7501500.0,58,"12,25.5",False
Logisys LT80UVBL,0.0,80,UV Blue,1800.0,21.71,20,False
Logisys LT400GN,0.0,80,Clear,1800.0,21.71,20,False
Logisys LT400BL,0.0,80,Clear,1800.0,21.71,20,False
Logisys CF120GB,0.0,120,Green,0.0,44.71,26,False
Masscool BLD-12025V1,0.0,120,Clear,1500.0,60,23.5,False
Logisys SF140,0.0,140,Black / Blue,7001200.0,71.8,"17.6,26.7",False
Logisys LT80UVGN,0.0,80,Green,1800.0,21.71,20,False
Masscool FD12038S1M3/4,0.0,120,Black,2700.0,107.54,41.51,False
Masscool FDC14025S1L,0.0,140,Clear,1500.0,57.12,24.7,False
Nexus SP802512H-03PWM,0.0,80,Clear,2800.0,38,16.2,True
Nexus DF1209SL-3,0.0,92,White,1500.0,27,19.2,False
Nexus D12SL-12BL,0.0,120,Clear,1000.0,36.86,18,False
Rosewill RFA-120-BL,0.0,120,Blue,2000.0,74.48,29.28,False
Prolimatech Vortex,0.0,120,Red,12001600.0,72.67,29.1,False
Nexus SP802512L-03,9.99,80,White,1500.0,20.2,17.6,False
Rosewill RFA-80-RL,0.0,80,Red,2500.0,33.21,22.41,False
Rosewill RFA-120-WL,0.0,120,Clear,2000.0,74.48,29.28,False
Thermaltake Thunderblade,0.0,120,Red,1800.0,70.2,31.7,False
Thermaltake ISGC,0.0,120,White,8001300.0,58.3,16,False
Silverstone FN,0.0,180,Clear,700.0,100,18,False
Xigmatek Crystal,0.0,120,Clear,1500.0,68.33,20,False
Xigmatek Crystal,0.0,120,Clear,1500.0,68.33,20,False
Xigmatek Crystal,0.0,120,Clear,1500.0,68.33,20,False
Xigmatek Crystal,0.0,120,Clear,1500.0,68.33,20,False
Xigmatek Crystal,0.0,120,Clear,1500.0,68.33,20,False
Thermaltake Thunderblade,0.0,120,Clear,1800.0,70.2,31.7,False
Xigmatek Crystal,0.0,80,Clear,2200.0,Unknown,Unknown,False
Xigmatek Crystal,0.0,140,Clear,1000.0,60.46,16,False
Xigmatek Crystal,0.0,140,Clear,1000.0,60.46,16,False
Xigmatek Crystal,0.0,140,Clear,1000.0,60.46,16,False
Xigmatek XLF,0.0,140,Clear,1000.0,63.5,16,False
Xigmatek XLF,0.0,140,Orange,1000.0,63.5,16,False
Xigmatek XLF,0.0,120,Blue,1500.0,61,20,False
Xigmatek XLF,0.0,120,Clear,1500.0,61,20,False
Xion Alphawing,0.0,140,Translucent Black,1000.0,59.6,"18.6,23.3",False
Xion Alphawing,0.0,120,White,1200.0,51.02,"19.6,25.2",False
Xion Alphawing,0.0,120,Translucent Black,1200.0,51.02,"19.6,25.2",False
Xion Alphawing,0.0,120,Blue,1200.0,51.02,"19.6,25.2",False
Xigmatek XLF,0.0,200,Blue,800.0,76,18,False
Xigmatek XLF,0.0,200,Black,800.0,76,18,False
Xion Alphawing,0.0,80,White,2000.0,25.65,"17.2,22",False
Xion Alphawing,0.0,140,White,1000.0,59.6,"18.6,23.3",False
Apevia CF8S,0.0,80,Clear,1500.0,16.85,16.6,False
Aerocool AeroFlow,0.0,120,Translucent White,1500.0,59.12,29.58,False
Apevia CF8SL-B4C,0.0,80,Clear,1500.0,17.21,20,False
BitFenix Spectre Pro,0.0,140,Black,1200.0,86.73,22.8,False
Evercool FAN-EC12038M12B,0.0,120,Black,2300.0,79.9,38,False
Evercool CL8035/LD2,0.0,80,Clear,2300.0,31.62,26,False
Logisys CCF80UVBL,0.0,80,Clear,2700.0,31.73,28,False
Silverstone SCOOL,0.0,120,Blue,400950.0,"17.75,42.15","15,18",False
ARCTIC ACF8 Pro,0.0,80,White / Black,7002000.0,Unknown,Unknown,True
BitFenix Spectre,0.0,140,White,1000.0,47.7,20,False
LEPA LP70D08R,0.0,80,Black,1200.0,"23.27,42.64","17,25",False
LEPA LP70D12R,0.0,120,Black,1600.0,Unknown,24,False
LEPA LPCP12N-BL,0.0,120,Transparent,900.0,40.18,16,False
LEPA LPCP12N-R,0.0,120,Transparent,900.0,40.18,16,False
LEPA Casino,0.0,120,Transparent,6001600.0,"24.85,63.91","15,25",True
LEPA Casino,0.0,120,Transparent,6001600.0,"24.85,63.91","15,25",True
LEPA Vortex,0.0,120,Transparent,6001600.0,"24.85,63.91","15,25",True
NZXT FZ,0.0,200,Transparent,700.0,103,20,False
NZXT FZ,0.0,200,Transparent,700.0,103,20,False
NZXT FZ,0.0,200,Transparent,700.0,103,20,False
NZXT FZ,0.0,120,Clear,1200.0,59.1,26.8,False
BitFenix Spectre,0.0,140,White,7001800.0,56.1,24.2,True
BitFenix Spectre,0.0,140,Translucent Black,7001800.0,56.1,24.2,True
BitFenix Spectre,0.0,140,Translucent Black,7001800.0,56.1,24.2,True
BitFenix Spectre,0.0,140,Translucent Black,7001800.0,56.1,24.2,True
BitFenix Spectre,0.0,140,Black,1000.0,47.7,20,False
BitFenix Spectre,0.0,120,Translucent Black,7001800.0,51.3,22.5,True
Apevia CF312SL-URD 3-Pack,0.0,120,Red,1700.0,Unknown,29.67,False
Silverstone FN,0.0,120,Transparent,1200.0,58.47,25.15,False
Zalman F2,0.0,92,Transparent,15002800.0,Unknown,"20,35",False
Zalman F3,0.0,120,Transparent,10001800.0,Unknown,"20,32",False
Zalman F3,0.0,120,Transparent,10001800.0,Unknown,"20,32",False
Zalman F2,0.0,92,Transparent,15002800.0,Unknown,"20,35",False
Zalman F2,0.0,92,Transparent,15002800.0,Unknown,Unknown,False
Cougar Vortex,0.0,140,Orange,6001200.0,70.5,19.2,True
Fractal Design Silent R2,0.0,40,Black / White,4000.0,4.34,18,False
Antec True Quiet,0.0,120,Blue,6001000.0,"21.2,35.3","8.9,19.89",False
Antec True Quiet,9.99,120,Red,6001000.0,"21.2,35.3","8.9,19.89",False
Antec True Quiet,0.0,120,White,6001000.0,"21.2,35.3","8.9,19.89",False
Antec Two Cool,0.0,140,Black,8001200.0,33.6,"21.8,26",False
Apevia CF12SL-SGN,0.0,120,Green,1500.0,50.28,21.1,False
BitFenix Spectre,0.0,120,Black,1000.0,43.5,20,False
BitFenix Spectre,0.0,140,Black,1000.0,47.7,20,False
BitFenix Spectre,0.0,120,Translucent Black,7001800.0,51.3,22.5,True
BitFenix Spectre,0.0,120,Translucent Black,7001800.0,51.3,22.5,True
BitFenix Spectre Pro,0.0,120,Black,1200.0,56.22,18.89,False
BitFenix Spectre Pro,0.0,140,Black,1200.0,86.73,22.8,False
BitFenix Spectre,0.0,140,Black,1000.0,47.7,20,False
BitFenix Spectre,0.0,120,Black,7001800.0,51.3,22.5,True
BitFenix Spectre Pro,0.0,140,Black,1200.0,86.73,22.8,False
BitFenix Spectre Pro,0.0,140,White,1200.0,86.73,22.8,False
BitFenix Spectre Pro,0.0,120,White,5001800.0,70.52,26.1,True
BitFenix Spectre Pro,0.0,140,White,5001800.0,122.2,29.2,True
Enermax T.B. Silence,19.44,80,Black / White,1600.0,27.96,15,False
Evercool EC9238H12BP,0.0,92,Black,10003000.0,Unknown,35,True
Evercool Evergreen,0.0,140,Green,600.0,38.58,16,False
Evercool Evergreen,0.0,92,Green,1200.0,Unknown,16,False
Evercool FAN-AL8025B,0.0,80,Silver,2500.0,32.4,Unknown,False
Evercool FAN-ALED9225B,0.0,92,Black / Silver,2200.0,38.4,25,False
Evercool Spider Filter,28.99,80,Red,2500.0,32.5,20,False
Prolimatech Vortex,0.0,140,Black / Silver,9001600.0,"65,127","15,28",False
Thermaltake Thunderblade,0.0,92,Black,2850.0,48.7,37.6,False
Titan TFD-12025H12ZP,14.82,120,White / Blue,8002200.0,"24.23,66.62","15,35",True
Thermaltake TurboFan,0.0,120,Red / Black,1400.0,50,17,False
Silverstone FN,0.0,120,Transparent,1200.0,53.24,26.6,False
Xion Alphawing,0.0,120,Black,1200.0,51.02,"19.6,25.2",False
Xion Alphawing,0.0,120,Red / Black,1200.0,51.02,"19.6,25.2",False
Xion Alphawing,0.0,140,Black,1000.0,59.6,"18.6,23.3",False
be quiet! Shadow Wings,0.0,80,Black,2000.0,"26,44.1",16.6,True
be quiet! Shadow Wings,0.0,92,White,1800.0,"32.6,54.4",17.8,True
be quiet! Silent Wings 2,0.0,92,Black,1800.0,"32.6,55.4",17.4,True
be quiet! Silent Wings Pure,0.0,80,Black,1800.0,"24.7,42",17.5,False
be quiet! Shadow Wings,0.0,80,Black,2000.0,"26,44.1",15.8,False
Apevia CF14S-BK,0.0,140,Black,1200.0,59.6,29.4,False
Masscool FD08025B1H3/4,0.0,80,Black,4000.0,52,42,False
Masscool FD12025B1H3/4,0.0,120,Black,2200.0,81.02,25,False
Antec True Quiet,0.0,140,Black / Yellow,500800.0,"20.3,32.4","9.8,20",False
Enermax Cluster Adv,0.0,120,White,12001800.0,"53.02,86.69",Unknown,True
Enermax Everest Advance,0.0,120,Transparent,10001600.0,"46.1,76",8,False
Enermax T.B. Vegas Quad,0.0,120,Black,12001800.0,"50.68,75.98","20,25",True
Kingwin CF-012LBR,0.0,120,Red / Black,950.0,40,19,False
Kingwin CF-012LBW,0.0,120,Black / White,950.0,40,19,False
Nexus D14SL-14,0.0,140,Black / White,1000.0,46.87,"15,20",False
Masscool BLD12025S1M,0.0,120,Transparent,2000.0,79.8,38,False
NZXT FX,0.0,120,White,10002600.0,"35.79,96","22,36.5",False
Swiftech HELIX,0.0,120,Black / White,1800.0,55,33,False
Apevia CF12SL-T4C,0.0,120,Black,1500.0,50.28,21.1,False
Gelid Solutions Wing,0.0,80,Black / Green,2000.0,28.1,"10,21",False
Gelid Solutions Wing,0.0,92,Black / Green,2000.0,39.79,22.5,False
Phanteks F140HP,0.0,140,White / Blue,6001300.0,"40.9,88.6","15.22,19",False
Phanteks F140HP,0.0,140,White,6001300.0,"40.9,88.6","15.22,19",False
Phanteks F140SP,0.0,140,Black / White,1200.0,82.1,19,False
Phanteks F140XP,0.0,140,Black / White,6001200.0,"40.9,85.19",19,True
Thermaltake DuraMax,0.0,120,Black,2000.0,78,36,False
Thermalright TY,0.0,140,Brown / Black,9001300.0,"28.3,73.6","17,21",True
Thermalright TY,0.0,140,Brown,9001300.0,"28.3,73.6","17,21",True
Thermalright TY,0.0,140,Black / White,9001300.0,"28.3,73.6","17,21",True
Corsair AF120 Quiet,0.0,120,Black,1500.0,52.19,25.2,False
Corsair AF140 Quiet,0.0,140,Black,1200.0,66.4,25.5,False
Apevia CF308SL-BRD,0.0,80,Black / Red,1500.0,17.21,20,False
Apevia CF312S-BK,0.0,120,Black,1500.0,57.67,24.7,False
Enermax Magma Advance,0.0,80,Black / Red,0.0,Unknown,Unknown,False
Enermax T.B. Apollish,0.0,180,Black / Red,6001200.0,"68.6,123.47","15,20",False
Titan TFD-9515M12ZP,0.0,95,Black / White,1501500.0,52.95,"5,28.6",True
BitFenix Spectre Pro,0.0,230,Black,900.0,156.27,25.6,False
ARCTIC F9 Pro,0.0,92,White / Black,2000.0,39,Unknown,False
ARCTIC F9 Pro,0.0,120,White / Black,1500.0,57,Unknown,True
BitFenix Spectre Pro,0.0,230,Black / Red,900.0,156.27,25.6,False
Apevia CF14SL-UBL,0.0,140,Translucent Blue,1200.0,59.6,29.4,False
Scythe Slipstream,0.0,140,Black,5001700.0,"27,92","9.6,36.4",True
Scythe Slipstream,0.0,140,Black,1200.0,65.2,23.2,False
Akasa Piranha,0.0,120,Black / Gray,6001900.0,79.13,"6.4,27.2",True
Apevia 14SL-GN,0.0,140,Green,1200.0,59.6,29.4,False
Apevia 14SL-RD,0.0,140,Red,1200.0,59.6,29.4,False
Enermax Magma Advance,0.0,120,Black / Red,10001800.0,"47.67,83.03","13,20",False
Enermax T.B. Vegas Single,0.0,120,Blue,5001800.0,"20.42,75.98","14,25",True
Enermax T.B. Vegas Single,0.0,120,Red,5001800.0,"20.42,75.98","14,25",True
Enermax T.B. Vegas Single,0.0,120,White,5001800.0,"20.42,75.98","14,25",True
SilenX Ixtrema Pro,0.0,40,Black,3000.0,6,14,False
NZXT FN V2,0.0,120,Black / White,1200.0,45,21,False
NZXT FN V2,0.0,140,Black / White,1000.0,50,21,False
SHARKOON Shark Blade,0.0,120,Black / Yellow,1000.0,33,19,False
Antec True Quiet,0.0,120,Black / Orange,6001000.0,"21.1,46.3","8.9,19.9",False
Antec True Quiet,0.0,120,Black / Orange,6001000.0,"21.1,46.3","8.9,19.9",False
Antec True Quiet,0.0,120,Black / Orange,6001000.0,"21.1,46.3","8.9,19.9",False
Apevia 312S-BK,0.0,120,Black,1500.0,57.67,24.7,False
BitFenix Spectre Pro All White,0.0,200,White,900.0,148.72,27.5,False
Enermax UCTP12P,0.0,120,Black,5001800.0,"23.81,80","14,25",True
Thermaltake Pure,0.0,120,Black,0.0,40.99,19.5,False
Xigmatek CFS,0.0,120,Black / Blue,1400.0,53.34,14,False
Xigmatek CFS,0.0,120,Black / Red,1400.0,53.34,14,False
Xigmatek CFS,0.0,120,Black / Orange,1400.0,53.34,14,False
Xigmatek CFS,0.0,120,Black / Yellow,1400.0,53.34,14,False
Xigmatek eXTREME OCTAGON,0.0,120,Black / Blue,1400.0,53.34,14,False
Aerocool DS,0.0,140,Black / Gray,11001500.0,"71.2,93.4","15.5,23.4",False
Aerocool DS,0.0,140,Black / White,11001500.0,"71.2,93.4","15.5,23.4",False
CRYORIG XF140,0.0,140,Black,7001300.0,76,23,True
Antec PRO DBB,0.0,92,Clear,2600.0,42.4,33,False
Nanoxia Deep Silence,0.0,140,Black / Green,6501400.0,76.5,16.89,True
Nanoxia Deep Silence,0.0,92,Black / Green,8001400.0,"21.5,23.6","7.2,13.7",False
Nanoxia Deep Silence,0.0,92,Black / Green,4001400.0,23.6,13.7,True
Raidmax RX-120SR-G,0.0,120,Black / Green,1200.0,38,22,False
Rosewill RABF-131209,0.0,120,Black,2000.0,59.8,37,False
Rosewill RABF-131409,17.25,140,Black,0.0,55.4,22,False
Rosewill RABL-131209B,0.0,120,Black,2000.0,59.8,36,False
Rosewill RABL-131209R,0.0,120,Black,2000.0,59.8,36,False
Rosewill RFBL-131411B,0.0,140,Clear,1200.0,48.7,23,False
Rosewill RFBL-131411R,0.0,140,Clear,1200.0,48.7,23,False
Rosewill RFTL-131209R,0.0,120,Clear,2000.0,59.8,36,False
Rosewill RFTL-131409B,0.0,140,Clear,0.0,55.4,21,False
Rosewill RFTL-131409R,0.0,140,Clear,0.0,55.4,21,False
Rosewill RNBD-131409,0.0,140,Black,0.0,55.4,22,False
Rosewill RNBF-131209,0.0,120,Black,2000.0,59.8,37,False
Rosewill RNBL-131209B,0.0,120,Black,2000.0,59.8,36,False
Rosewill RNBL-131209R,0.0,120,Black,2000.0,59.8,36,False
Rosewill RNBL-131409B,0.0,140,Black,0.0,55.4,21,False
Rosewill RNBL-131409R,0.0,140,Black,0.0,55.4,21,False
Zalman F1,0.0,80,Black / Clear,14002000.0,Unknown,"18,23",False
Zalman F2 Plus,0.0,92,Black,2800.0,47.2,36,False
Phanteks F140SP,0.0,140,Black / White,1200.0,82.1,19,False
Rosewill RFBF-131411,0.0,140,Black,1200.0,48.7,23,False
Rosewill RFTL-131411B,0.0,140,Transparent,1200.0,48.7,23,False
Rosewill RFTL-131411R,0.0,140,Transparent,1200.0,48.7,23,False
Rosewill ROCF-13002,0.0,120,Transparent,1200.0,38.2,22,False
LEPA LP-BOL12R,0.0,120,Black,1600.0,81.45,18,False
Thermaltake Pure S,0.0,120,Black,1000.0,38.89,17.78,False
Antec TRICOOL,0.0,92,Transparent,2200.0,38,27,False
Corsair SP120,0.0,120,Black / White,1650.0,57.24,26.4,False
Corsair SP120,0.0,120,Black / Purple,1650.0,57.24,26.4,False
Corsair SP140,0.0,140,Black / White,1440.0,49.49,29.3,False
Corsair SP140,0.0,140,Black / Blue,1440.0,49.49,29.3,False
Corsair SP140,0.0,140,Black / Green,1440.0,49.49,29.3,False
Corsair SP140,0.0,140,Black / Purple,1440.0,49.49,29.3,False
Corsair SP120 2-Pack,0.0,120,Black / Green,1650.0,57.24,26.4,False
Deepcool GF 140,0.0,140,Black / Green,1200.0,71.8,"17.6,26.7",True
Deepcool GF 140,0.0,140,Black / Red,1200.0,71.8,"17.6,26.7",True
Deepcool XFAN,0.0,120,Clear,1300.0,44.71,26,False
Masscool BLD-12025V1G,0.0,120,Black,1500.0,60,23.5,False
Thermaltake Luna,0.0,140,Black / Red,1000.0,60.55,21.8,False
Zalman F1,0.0,80,Clear,2000.0,Unknown,"20,23",False
Zalman F2,0.0,92,Black / Clear,1500.0,Unknown,"20,23",False
Zalman F2,0.0,92,Clear,1500.0,Unknown,"20,23",False
Zalman F2 Plus,0.0,92,Black,1500.0,Unknown,"20,23",False
Zalman F3,0.0,120,Clear,1200.0,Unknown,"20,23",False
Insignia NS-PCF8050,0.0,80,Black,2000.0,23.96,22.3,False
Phanteks F120SP,0.0,120,Black / White,1300.0,54.4,24.2,False
Phanteks F120XP,0.0,120,Black / White,5001500.0,"23,61.6","21,27",True
Prolimatech Vortex,0.0,120,White,4001300.0,56,"7,17",True
Prolimatech Vortex,0.0,140,White,3001000.0,98,"9,18",True
Thermaltake Pure,0.0,140,Clear,1000.0,67.02,20,False
Thermaltake Luna,0.0,200,Black / Red,800.0,129.63,28.2,False
Thermaltake Pure,0.0,140,Clear,1000.0,67.02,20,False
Thermaltake Pure,0.0,140,Clear,1000.0,67.02,20,False
Antec 75003,0.0,120,Transparent,2000.0,79,29.8,False
Antec 77095,0.0,120,Transparent,1600.0,56,28,False
Antec LED80XFAN,0.0,80,Transparent,2600.0,34,30,False
Nanoxia Deep Silence,0.0,120,Black / Green,11001800.0,"34.7,72.1","12.2,19.89",False
Nanoxia Deep Silence,0.0,140,Black / Green,11001800.0,"64.8,98.3","12.3,20.8",False
Phanteks F120MP,0.0,120,Black / White,5001800.0,53.3,25,True
Phanteks F140MP,0.0,140,Black / White,5001600.0,68.09,"17,25.3",True
CRYORIG QF Performance,0.0,120,Black / White,6002200.0,83,"13,37",True
CRYORIG QF Silent,0.0,120,Black / White,2001000.0,44,"5,19",True
Thermalright TY,0.0,120,Black / Red,7001300.0,64.52,30.6,True
Enermax Twister Storm,0.0,120,Black,15003500.0,"72.46,154.53","23,38",False
Silverstone FQ,22.99,120,White / Blue,8001500.0,"37.79,63.8","15.9,24.9",True
Silverstone FQ,19.18,140,White / Blue,5001000.0,"31.4,62","15.1,20.7",True
Silverstone FQ,0.0,80,White / Blue,12002800.0,"12,27.53","19,28.5",True
Silverstone FW,0.0,120,Blue / White,8002000.0,"13.1,32.6","14.7,24.6",True
Rosewill RASF-141213,0.0,120,Black,1600.0,54.55,"11,30.32",True
Rosewill RAWB-131456,0.0,140,Brown / Black,5001200.0,82,"13,21.5",True
Yate Loon D12SL-12,0.0,120,Black / White,1000.0,36.86,18,False
Scythe GlideStream,0.0,140,Black,5001300.0,"37.37,97.18","13,30.7",True
Akasa AK-170CC-4RAS,0.0,80,Clear,2500.0,32.37,23.5,False
Scythe GlideStream,0.0,140,Black,1600.0,106,36,False
Aerocool Streamliner,0.0,140,Silver,1000.0,54.7,"17,19.6",False
Phanteks F120SP,20.99,120,Black / White,1300.0,54.4,24.2,False
Phanteks F120SP,0.0,120,Black / White,1300.0,54.4,24.2,False
Rosewill RAWR-141209,0.0,120,Brown / Black,10001500.0,"45.25,64.75","18,25",False
EK Vardar F1,0.0,120,Black / Gray,1150.0,40,23.7,True
EK Vardar F3,0.0,120,Black / Gray,1850.0,63,29.5,True
Phanteks F140HP II,0.0,140,White / Black,5001600.0,68.1,25,True
Evercool FAN-EC8015M05CA,0.0,80,Black,3500.0,"12.66,29.58",34,False
Evercool EC12025M12S,0.0,120,Black,2000.0,72.94,36,False
Kingwin CFGN-012LB,0.0,120,Clear,950.0,40,19,False
Kingwin CFMC-012LB,0.0,120,Clear,950.0,40,19,False
Kingwin CFW-012LB,0.0,120,Clear,950.0,40,19,False
Rosewill RFA120L-B,0.0,120,Blue,2000.0,77.26,35.47,False
Thermaltake Luna,0.0,120,Black / Blue,1400.0,27.53,24,False
Thermaltake Luna Slim,0.0,120,Black / Red,1400.0,27.53,24,False
Thermaltake Luna Slim,13.99,120,Black / White,1400.0,27.53,24,False
Thermaltake Luna Slim,0.0,140,Black / White,1200.0,38.59,24,False
Xigmatek Crystal,0.0,120,Clear,1500.0,61.37,20,False
Xigmatek Crystal,0.0,120,Clear,1500.0,61.37,20,False
Xigmatek Crystal,0.0,120,Clear,1500.0,61.37,20,False
Thermaltake Riing,0.0,140,Black / Yellow,10001400.0,51.15,"22.1,28.1",False
EK Vardar F4-120ER,0.0,120,Black,2200.0,77,33.5,True
Scythe Slipstream,0.0,120,Black,1600.0,88.11,33,False
Scythe Slipstream,0.0,120,Black,800.0,40.17,10.7,False
Scythe Slipstream,0.0,120,Black,1200.0,68.54,24,False
Scythe Slipstream,0.0,120,Black,500.0,4.5,7.5,False
ARCTIC F Silent,0.0,80,White / Black,1200.0,15.1,Unknown,False
ARCTIC F Silent,0.0,92,White / Black,1000.0,21.2,Unknown,False
Kingwin CF-014LB,0.0,140,Black,1000.0,58,23,False
Kingwin CFBL-020LB,0.0,200,White,800.0,31.21,19.87,False
Phanteks F140MP,0.0,140,Black,5001600.0,68.09,25.3,True
Scythe Grand Flex,0.0,120,Black / Gray,6002400.0,"24.2,96.8","13.5,39.5",True
ARCTIC F9 Rev. 2,0.0,92,White / Black,5501800.0,43,Unknown,True
BitFenix Spectre Xtreme,0.0,120,Black / Blue,9502000.0,66,30,False
BitFenix Spectre Xtreme,0.0,120,Black / Green,9502000.0,66,30,False
BitFenix Spectre Xtreme,0.0,120,Black,9502000.0,66,30,False
BitFenix Spectre Xtreme,9.99,120,Black / Red,9502000.0,66,30,False
BitFenix Spectre Xtreme,0.0,120,Black / White,9502000.0,66,30,False
Cougar CFD 4-Pack,0.0,140,Orange,1000.0,64.5,17.89,False
Evercool FAN-ALED12025B,0.0,120,Silver,2200.0,79.2,34,False
Evercool FAN-ALED12025B2,0.0,120,Silver,2200.0,79.2,34,False
Zalman F1,0.0,80,Black,17003000.0,"20.6,36.5","20,34.2",False
EK Vardar F1,0.0,140,Black / Gray,1150.0,64,26,True
EK Vardar F2,0.0,140,Black / Gray,1600.0,84,31.6,True
EK Vardar F3-140ER,0.0,140,Black,2000.0,108,40.7,True
VIVO FAN-V120B,0.0,120,Blue,1200.0,43.2,19.8,False
Apevia U 2-Pack,0.0,120,Orange,1700.0,63.85,29.67,False
Apevia U 3-Pack,0.0,120,Orange,1700.0,63.85,29.67,False
Apevia S 3-Pack,0.0,120,Black / Orange,1500.0,50.28,21.1,False
Apevia U 5-Pack,0.0,120,Orange,1700.0,63.85,29.67,False
Apevia S 5-Pack,0.0,120,Black / Orange,1500.0,50.28,21.1,False
Apevia CF12SL-SOG,0.0,120,Black / Orange,1500.0,50.28,21.1,False
Reeven Coldwing,0.0,120,Yellow / Black,800.0,43,14.5,False
Reeven Coldwing,0.0,120,Yellow / Black,2000.0,106.7,36.6,False
Reeven Coldwing,0.0,120,Yellow / Black,5002000.0,"27.6,106.7","4.3,36.3",True
Reeven Coldwing,0.0,120,Yellow / Black,3001500.0,"16.6,82.1","4,29.8",True
Reeven Coldwing,0.0,140,Yellow / Black,1200.0,65.2,23.2,False
Reeven Coldwing,0.0,140,Yellow / Black,1700.0,92.4,36.4,False
Reeven Coldwing,0.0,140,Yellow / Black,3001700.0,"16.3,92.4","5.8,36.4",True
Reeven Euros,0.0,120,Black,800.0,30.2,12.9,False
Reeven Euros,0.0,120,Black,1200.0,46.4,22.3,False
Reeven Euros,0.0,120,Black,5001200.0,"18.8,46.4","9.8,22.3",True
Reeven Euros,0.0,120,Black,1600.0,62.1,31.8,False
Reeven Euros,0.0,120,Black,5001600.0,"18.8,62.1","9.8,31.8",True
Reeven Euros,0.0,120,Black,2000.0,77.8,38.3,False
