name,price,type,frequency_response,microphone,wireless,enclosure_type,color
HiFiMAN Susvara,5999.0,Circumaural,675.0,False,False,Open,Silver / Brown
HP HyperX Cloud II,79.98,Circumaural,1525.0,True,False,Closed,Black / Red
Razer BlackShark V2 X,48.99,Circumaural,1228.0,True,False,Closed,Black / Green
"SteelSeries Arctis Nova Pro Wireless for PC, PS5, and PS4",298.52,Circumaural,1040.0,True,True,Closed,Black
Logitech Pro X,99.99,Circumaural,2020.0,True,False,Closed,Black
Logitech PRO X 2 LIGHTSPEED,249.99,Circumaural,2020.0,True,True,Closed,Black
Beyerdynamic DT 770 PRO,169.0,Circumaural,535.0,False,False,Closed,Gray
Logitech G733,138.56,Circumaural,2020.0,True,True,Closed,White / Gray
Logitech G435,47.7,Circumaural,2020.0,True,True,Closed,Black / Yellow
Razer BlackShark V2 Pro (2023),194.0,Circumaural,1228.0,True,True,Closed,Black
SteelSeries Arctis 1,39.99,Circumaural,2020.0,True,False,Closed,Black
HP HyperX Cloud,0.0,Circumaural,1525.0,True,False,Closed,Black / White
Logitech PRO X 2 LIGHTSPEED,236.75,Circumaural,2020.0,True,True,Closed,White
Beyerdynamic DT990 Premium Limited-Edition,159.0,Circumaural,535.0,False,False,Open,Black
Corsair VOID RGB ELITE,79.98,Circumaural,2030.0,True,True,Closed,White
SteelSeries Arctis Nova 7,173.71,Circumaural,2022.0,True,True,Closed,Black
SteelSeries Arctis 1,87.24,Circumaural,2020.0,True,True,Closed,Black
Logitech G432,42.99,Circumaural,2020.0,True,False,Closed,Black / Blue
Sony XM5,398.0,Circumaural,440.0,True,True,Closed,Black
HP HyperX Cloud Alpha,74.48,Circumaural,1327.0,True,False,Closed,Black / Red
Astro A50 + Base Station,229.99,Circumaural,2020.0,True,True,Closed,Black / Gold
Beyerdynamic DT 990 Pro 250,0.0,Circumaural,535.0,False,False,Open,Black / Gray
Sennheiser HD 820,1799.95,Circumaural,648.0,False,False,Closed,Black
Razer BlackShark V2 Pro (2023),195.95,Circumaural,1228.0,True,True,Closed,White / Black
Logitech G733,134.98,Circumaural,2020.0,True,True,Closed,Black
Beyerdynamic DT1990 Pro,529.0,Circumaural,540.0,False,False,Open,Black
Sennheiser HD 650,349.95,Circumaural,1039.5,False,False,Open,Black
Corsair VOID RGB ELITE,79.98,Circumaural,2030.0,True,True,Closed,Black
Razer Barracuda Pro,196.99,Circumaural,2020.0,True,True,Closed,Black
Razer Barracuda X,99.0,Circumaural,2020.0,True,True,Closed,White / Gray
SteelSeries Arctis Nova 1,59.0,Circumaural,2022.0,True,False,Closed,White
Sennheiser HD 560S,179.95,Circumaural,638.0,False,False,Open,Black
Corsair VIRTUOSO RGB Wireless XT,269.99,Circumaural,2040.0,True,True,Closed,Black / Silver
Logitech ASTRO A50 X,379.99,Circumaural,2020.0,True,True,Closed,Black
HP HyperX Cloud III,129.99,Circumaural,1021.0,True,True,Closed,Black
Yamaha EPH-20PI,4.99,In Ear,2021.0,False,False,Closed,Black / Pink
Turtle Beach EAR FORCE Recon 50X,28.98,Circumaural,2020.0,True,False,Closed,Black / Green
HP HyperX Cloud Alpha,199.99,Circumaural,1521.0,True,True,Closed,Black / Red
Corsair HS80 RGB,119.99,Circumaural,2040.0,True,True,Closed,Black
HP HyperX CloudX,44.99,Circumaural,1525.0,True,False,Closed,Black / Silver
Razer Kraken V3 X,44.99,Circumaural,1228.0,True,False,Closed,Black
Logitech Pro X,149.99,Circumaural,2020.0,True,True,Closed,Black
Sennheiser HD 800 S,1399.9,Circumaural,451.0,False,False,Open,Black / Silver
Audio-Technica ATH-M50x,149.0,Circumaural,1528.0,False,False,Closed,Black / Silver
HP HyperX Cloud II,119.99,Circumaural,1520.0,True,True,Closed,Black / Red
SteelSeries Arctis Pro,213.99,Circumaural,1040.0,True,True,Closed,Black
Razer Barracuda X,79.98,Circumaural,2020.0,True,True,Closed,Black
Corsair Virtuoso RGB,199.99,Circumaural,2040.0,True,True,Closed,White
Razer Kraken Kitty,120.0,Circumaural,2020.0,True,False,Closed,Pink
Razer BlackShark V2 Pro,129.99,Circumaural,1228.0,True,True,Closed,Black
SteelSeries Arctis Nova 1,49.0,Circumaural,2022.0,True,False,Closed,Black
Asus ROG Theta 7.1,219.99,Circumaural,2040.0,True,False,Closed,Black
Logitech G535 LIGHTSPEED,89.0,Circumaural,2020.0,True,True,Closed,Black / Blue
Audeze Maxwell for Xbox Series X|S,329.0,Circumaural,1050.0,True,True,Closed,Black / Green
Philips SHP9500,79.98,Circumaural,1235.0,False,False,Open,Black
Logitech G735,189.99,Circumaural,2020.0,True,True,Closed,White
Corsair HS80 MAX WIRELESS,179.99,Circumaural,2040.0,True,True,Closed,White / Gray
Sony WH1000XM4,348.0,Circumaural,2020.0,True,True,Closed,Black
Razer Kraken V3 Pro,175.0,Circumaural,2020.0,True,True,Closed,Black
Beyerdynamic DT 900 Pro X,232.99,Circumaural,540.0,False,False,Open,Black / Gray
HP HyperX Cloud II,94.99,Circumaural,1525.0,True,False,Closed,Gunmetal
Corsair HS65 SURROUND,69.98,Circumaural,2020.0,True,False,Closed,Black
HP HyperX Cloud Stinger Core - Wireless,89.99,Circumaural,1021.0,True,True,Closed,Black
Razer BlackShark V2,110.44,Circumaural,1228.0,True,False,Closed,Black / Green
Logitech ASTRO A50 X,379.99,Circumaural,2020.0,True,True,Closed,White
DROP Drop + Sennheiser PC38X,0.0,Circumaural,1030.0,True,False,Open,Black
Logitech UE 900,0.0,In Ear,2020.0,False,False,Closed,Black / Blue
"SteelSeries Arctis Nova Pro Wireless for Xbox X|S, and Xbox One",329.99,Circumaural,1040.0,True,True,Closed,Black
Corsair HS80 MAX WIRELESS,179.99,Circumaural,2040.0,True,True,Closed,Gray / Black
SteelSeries Arctis Pro Wireless,0.0,Circumaural,1040.0,True,True,Closed,White
SteelSeries Arctis Nova 3,88.0,Circumaural,2022.0,True,False,Closed,Black
Beyerdynamic MMX 300 (2nd Generation),229.0,Circumaural,535.0,True,False,Closed,Black
HP HyperX Cloud III,95.1,Circumaural,1021.0,True,False,Closed,Black
HiFiMAN SUNDARA,299.0,Circumaural,675.0,False,False,Open,Black
SteelSeries ARCTIS 7 2019 Edition,204.99,Circumaural,2020.0,True,True,Closed,Black
Astro Gaming A40 TR + MixAmp Pro TR,392.94,Circumaural,2020.0,True,False,Closed,Black / Gold
Apple MD827LL/A,14.0,Earbud,0.0,True,False,Closed,White
HiFiMAN HE1000,1999.0,Circumaural,865.0,False,False,Open,Silver / Brown
Sennheiser HD600,349.95,Circumaural,1239.0,False,False,Open,Black
Logitech G935,119.99,Circumaural,2020.0,True,True,Closed,Black / Blue
HP HyperX Cloud III,129.99,Circumaural,1021.0,True,True,Closed,Black / Red
Astro Gaming A10,37.99,Circumaural,2020.0,True,False,Closed,Black / Blue
SteelSeries Arctis Nova Pro,200.36,Circumaural,1040.0,True,False,Closed,Black
Asus ROG Delta,146.37,Circumaural,2040.0,True,False,Closed,Black / Silver
Audeze Maxwell for PlayStation 5,299.0,Circumaural,1050.0,True,True,Closed,Black / Blue
SteelSeries Arctis Nova 1P,53.24,Circumaural,2022.0,True,False,Closed,White
Beyerdynamic T1,0.0,Circumaural,550.0,False,False,Semi-open,Black / Silver
SteelSeries Arctis 7,0.0,Circumaural,2020.0,True,True,Closed,Black
Sennheiser HD 598,279.99,Circumaural,1238.5,False,False,Open,Brown
Sony ZX110 (Black),14.99,Supra-aural,1222.0,True,False,Closed,Black
Sennheiser ‎‎‎HD 450BT Black,99.94,Circumaural,1822.0,True,True,Closed,Black / Gray
Turtle Beach Stealth 700 Gen 2 MAX,149.99,Circumaural,2022.0,True,True,Closed,Black / Silver
Beyerdynamic DT 1770 PRO,529.0,Circumaural,540.0,False,False,Closed,Black
Asus TUF Gaming H1,34.99,Circumaural,2020.0,True,False,Closed,Black
Asus ROG Delta White Edition,149.99,Circumaural,2040.0,True,False,Closed,White
Logitech G335,49.99,Circumaural,2020.0,True,False,Closed,Black / Blue
SteelSeries Arctis Nova 7,164.9,Circumaural,2022.0,True,True,Closed,White / Black
JBL Quantum 910,299.95,Circumaural,2020.0,True,True,Closed,Black
Sennheiser HD 599,129.94,Circumaural,1238.5,False,False,Open,White / Brown
Sennheiser HD 660 S,679.99,Circumaural,1041.0,False,False,Open,Black
Sony XM5,398.0,Circumaural,440.0,True,True,Closed,Silver
HP HyperX Cloud Alpha S,99.99,Circumaural,1327.0,True,False,Closed,Blue / Black
MSI Immerse GH20,24.0,Circumaural,2920.0,True,False,Closed,Black
Sony INZONE H9,298.0,Circumaural,520.0,True,True,Closed,Unknown
Creative Labs Zen Hybrid,39.99,Circumaural,2020.0,True,True,Closed,White
Sony WH-1000XM3,429.99,Circumaural,440.0,True,True,Closed,Silver
Razer Kraken X,74.0,Circumaural,1228.0,True,False,Closed,Black
Corsair HS70 PRO,89.99,Circumaural,2020.0,True,True,Closed,Black
Asus TUF Gaming H1 Wireless,89.99,Circumaural,2020.0,True,True,Closed,Unknown
Razer NARI ULTIMATE,189.98,Circumaural,2020.0,True,True,Closed,Black / Green
Audio-Technica ATH-M50xWH,169.0,Circumaural,1528.0,False,False,Closed,White
Apple AirPods Max,449.99,Circumaural,0.0,True,True,Closed,Black
Logitech ASTRO A10,0.0,Circumaural,2020.0,True,False,Closed,Black
JBL Quantum 100,39.95,Circumaural,2020.0,True,False,Closed,Black
Beyerdynamic DT 990,159.0,Circumaural,535.0,False,False,Semi-open,Black / Silver
Corsair Virtuoso RGB SE,169.99,Circumaural,2040.0,True,True,Closed,Black
Audeze LCD-GX,899.0,Circumaural,1050.0,True,False,Open,Black / Red
HiFiMAN HE1000 Stealth,1399.0,Circumaural,865.0,False,False,Open,Silver / Brown
Logitech ASTRO A10,66.98,Circumaural,2020.0,True,False,Closed,Gray
Corsair Virtuoso RGB,199.99,Circumaural,2040.0,True,True,Closed,Black
Razer Barracuda X (2021),84.5,Circumaural,2020.0,True,True,Closed,Black
HP HyperX Cloud III,89.0,Circumaural,1021.0,True,False,Closed,Black / Red
HP HyperX Cloud Stinger,0.0,Circumaural,1823.0,True,False,Closed,Black / Red
JBL Quantum One,234.99,Circumaural,2020.0,True,False,Closed,Black
SteelSeries Arctis 7P,249.99,Circumaural,2020.0,True,True,Closed,White / Blue
Audio-Technica ATH-M50xSTS StreamSet USB,229.0,Circumaural,1528.0,True,False,Closed,Black / Silver
SteelSeries Arctis Nova 7X,179.99,Circumaural,2022.0,True,True,Closed,Black / Green
Astro A10,89.95,Circumaural,2020.0,True,False,Closed,White / Blue
Sennheiser HD6XX,0.0,Circumaural,1041.0,False,False,Open,Black
Corsair HS55,99.99,Circumaural,2020.0,True,True,Closed,White
Logitech G335,37.54,Circumaural,2020.0,True,False,Closed,White / Blue
Anker Soundcore Life Q30,79.98,Circumaural,1640.0,True,True,Closed,Black
AOC GH300,19.99,Circumaural,2020.0,True,False,Closed,Red / Black
Logitech G PRO,0.0,Circumaural,2020.0,True,False,Closed,Black
MSI DS501,23.99,Circumaural,2020.0,True,False,Closed,Black / Red
Corsair Virtuoso Pro,149.99,Circumaural,2040.0,True,False,Open,Black
SteelSeries Arctis Pro + GameDAC,139.0,Circumaural,1040.0,True,False,Closed,Black
Skullcandy Crusher,103.07,Circumaural,2020.0,False,True,Closed,Black
Razer Kraken V3 HyperSense,109.99,Circumaural,2020.0,True,False,Closed,Black
Corsair VOID PRO RGB (Black),0.0,Circumaural,2020.0,True,True,Closed,Black
SteelSeries Arctis Prime,42.95,Circumaural,1040.0,True,False,Closed,Black
Razer Kraken Ultimate,159.1,Circumaural,2020.0,True,False,Closed,Black
Asus ROG CETRA II,109.99,In Ear,2040.0,True,False,Closed,Black
Sony MDR-7506,99.95,Circumaural,1020.0,False,False,Closed,Black
Audio-Technica ATH-M40x,99.0,Circumaural,1524.0,False,False,Closed,Black / Silver
Panasonic RP-HJE125-K,9.96,Earbud,0.0,False,False,Closed,Black
Razer Barracuda,157.72,Circumaural,2020.0,True,True,Closed,Black
Audio-Technica ATH-AD2000X,562.4,Circumaural,545.0,False,False,Open,Black
Philips Fidelio X2HR/00,139.99,Circumaural,540.0,False,False,Open,Black
Bose QuietComfort 35 Series II,325.04,Circumaural,0.0,True,True,Closed,Black
Beyerdynamic DT 700 PRO X,269.0,Circumaural,540.0,False,False,Closed,Black
Sennheiser RS 175,219.95,Circumaural,1722.0,False,True,Closed,Black / Silver
Logitech G PRO,70.0,Circumaural,2020.0,True,False,Closed,Black
Logitech G435,0.0,Circumaural,2020.0,True,True,Closed,White / Blue
Superlux HD668B,49.0,Circumaural,1030.0,False,False,Semi-open,Black
HP HyperX Cloud Orbit S,180.0,Circumaural,1050.0,True,False,Closed,Black / Gray
Audio-Technica ATH-M20X,49.0,Circumaural,1520.0,False,False,Closed,Black / Silver
Sennheiser GSP 300,59.99,Circumaural,1526.0,True,False,Closed,Black / Blue
Razer Kraken Tournament Edition,74.98,Circumaural,1228.0,True,False,Closed,Black
Beyerdynamic DT 990,179.0,Circumaural,535.0,False,False,Open,Black / Silver
Cooler Master MH670,139.99,Circumaural,1525.0,True,True,Closed,Black
Corsair Virtuoso RGB SE,159.99,Circumaural,2040.0,True,True,Closed,White
Sennheiser GAME ONE,129.99,Circumaural,1528.0,True,False,Open,Black / White
Turtle Beach Recon 50P,28.98,Circumaural,2020.0,True,False,Closed,Black / Blue
HiFiMAN HE400SE,109.0,Circumaural,2020.0,False,False,Open,Black / Silver
Sennheiser HD 280 PRO,94.6,Circumaural,825.0,False,False,Closed,Black
Astro A50 + Base Station,219.15,Circumaural,2020.0,True,True,Closed,Black / Gray
Asus ROG Delta S EVA Edition,219.22,Circumaural,2040.0,True,False,Closed,Purple / Green
Corsair HS55,99.99,Circumaural,2020.0,True,True,Closed,Black
HP HyperX Cloud Alpha S,180.0,Circumaural,1327.0,True,False,Closed,Black
Sennheiser DROP Massdrop x Sennheiser PC37X,0.0,Circumaural,1528.0,True,False,Open,Black
Adesso Xtream H4,13.88,Supra-aural,2020.0,True,False,Closed,Black
Razer Kraken V3,94.9,Circumaural,2020.0,True,False,Closed,Black
SteelSeries Arctis 3 (2019),130.0,Circumaural,2022.0,True,False,Closed,Black
HP HyperX Cloud Flight,189.99,Circumaural,1523.0,True,True,Closed,Black / Red
Astro A40 + MIXAMP Pro,392.94,Circumaural,2020.0,True,False,Closed,Black
NZXT Relay,90.8,Circumaural,2040.0,True,False,Closed,Black / Purple
Audio-Technica ATH-G1WL,249.0,Circumaural,540.0,True,True,Closed,Black
SteelSeries Siberia v2,327.88,Circumaural,1828.0,True,False,Closed,White
Plantronics Rig 800HD,0.0,Circumaural,2020.0,True,True,Open,Black / Gold
Apple AirPods Pro 2nd Gen MagSafe USB-C,189.99,In Ear,0.0,True,True,Closed,White
HP HyperX Cloud Stinger - Xbox,34.99,Circumaural,1823.0,True,False,Closed,Black / Green
Creative Labs Zen Hybrid,39.99,Circumaural,2020.0,True,True,Closed,Black
SteelSeries Arctis 9,0.0,Circumaural,2020.0,True,True,Closed,Black
Audio-Technica ATH-M50xBT,199.99,Circumaural,1528.0,True,True,Closed,Black / Silver
HiFiMAN HE1000se,1999.0,Circumaural,865.0,False,False,Open,Silver / Brown
SteelSeries ARCTIS 7 2019 Edition,249.99,Circumaural,2020.0,True,True,Closed,White / Black
Final D8000,3799.0,Circumaural,0.0,False,False,Closed,Black / Silver
SteelSeries Arctis 3 (2019),99.98,Circumaural,2022.0,True,False,Closed,White
Logitech G332,49.99,Circumaural,2020.0,True,False,Closed,Black / Red
Razer Kraken Kitty V2 Pro,191.27,Circumaural,2020.0,True,False,Closed,Pink / Gray
Adesso Xtream H5,17.98,Circumaural,2020.0,True,False,Closed,Black
Sennheiser HD 558,379.99,Circumaural,1528.0,False,False,Open,Black / Silver
SteelSeries ARCTIS 5 (2019),209.99,Circumaural,2022.0,True,False,Closed,Black
EPOS H6PRO,132.93,Circumaural,2020.0,True,False,Closed,Black / Blue
MSI Immerse GH50,74.99,Circumaural,2020.0,True,True,Closed,Black
Moondrop ARIA,0.0,In Ear,536.0,False,False,Closed,Black
HP HyperX CloudX Stinger Core - Xbox,27.99,Circumaural,2020.0,True,False,Closed,Black / Green
Razer Kraken BT - Hello Kitty and Friends Edition,119.99,Circumaural,2020.0,True,True,Closed,Pink / White
Syba CM-5023,9.99,Supra-aural,2020.0,True,False,Closed,Black / Silver
SteelSeries Arctis 7,0.0,Circumaural,2020.0,True,True,Closed,White / Black
Corsair VOID ELITE SURROUND,82.19,Circumaural,2030.0,True,False,Closed,Black
Corsair HS35,75.19,Circumaural,2020.0,True,False,Closed,Black
MSI Immerse GH30 V2,37.72,Circumaural,2920.0,True,False,Closed,Black
Sony Gold,129.49,Circumaural,0.0,True,True,Closed,Black
Apple AirPods Pro 2nd Gen MagSafe,249.99,In Ear,0.0,True,True,Closed,White
SteelSeries Arctis 5,0.0,Circumaural,2022.0,True,False,Closed,Black
Koss KSC75,19.98,Supra-aural,0.0,False,False,Closed,Black / Silver
Shure SRH840A,149.0,Circumaural,525.0,False,False,Closed,Black / Gold
Sony WH-1000XM3,0.0,Circumaural,440.0,True,True,Closed,Black
HP HyperX Cloud Stinger Core - Wireless PS5/PS4,69.0,Circumaural,1021.0,True,True,Closed,White / Blue
Asus TUF Gaming H3,39.99,Circumaural,2020.0,True,False,Closed,Black / Gray
Logitech H110,21.95,Supra-aural,2020.0,True,False,Closed,Black / Silver
Philips SHP9600/00,69.98,Circumaural,1235.0,False,False,Open,Black / Copper
Razer Kraken Kitty,0.0,Circumaural,2020.0,True,False,Closed,Black / Green
Asus ROG Strix Go,199.99,Circumaural,2040.0,True,True,Closed,Black
SteelSeries Arctis Nova 7P,145.88,Circumaural,2022.0,True,True,Closed,Black / Blue
Razer Barracuda X,80.48,Circumaural,2020.0,True,True,Closed,Pink / Gray
Microsoft Xbox WH,89.99,Circumaural,2020.0,True,True,Closed,Black / Green
NZXT Relay,91.38,Circumaural,2040.0,True,False,Closed,White / Black
Sennheiser EPOS Game Zero,46.0,Circumaural,1528.0,True,False,Closed,Black / Red
Audio-Technica ATH-R70X,334.25,Circumaural,540.0,False,False,Open,Black
HiFiMAN RE2000 24k Gold Edition,2000.0,In Ear,520.0,False,False,Closed,Black / Gold
Sennheiser HD 599 SE,199.95,Circumaural,1238.5,False,False,Open,Black / Silver
SteelSeries Arctis Nova Pro Wireless for PS5 and PS4,280.99,Circumaural,1040.0,True,True,Closed,Black
Koss KPH7W,6.99,Supra-aural,0.0,False,False,Closed,Black
Corsair HS55 WIRELESS CORE,51.98,Circumaural,2020.0,True,True,Closed,Black
Astro Gaming A10,39.99,Circumaural,2020.0,True,False,Closed,Black / Red
Sony INZONE H7,228.0,Circumaural,520.0,True,True,Open,Unknown
Apple AirPods Max,449.99,Circumaural,0.0,True,True,Closed,Silver
Gigabyte Aorus H1,0.0,Circumaural,2020.0,True,False,Closed,Black / White
JBL Quantum 100,39.95,Circumaural,2020.0,True,False,Closed,White
Sony MDR-ZX100/WHT,15.98,Supra-aural,1222.0,False,False,Closed,White
Sennheiser M3AEBTXL,319.95,Circumaural,622.0,False,True,Closed,Black / Silver
DROP Drop + Sennheiser PC38X,0.0,Circumaural,1030.0,True,False,Open,Black / Yellow
Asus ROG Strix Go Core,79.98,Circumaural,2040.0,True,False,Closed,White
Audio-Technica ATH-AD500X,79.98,Circumaural,525.0,False,False,Open,Black
Sennheiser GSP 600,104.99,Circumaural,1030.0,True,False,Closed,Black / Red
Audio-Technica ATH-M30x,69.0,Circumaural,1522.0,False,False,Closed,Black / Silver
Logitech G35,0.0,Circumaural,2020.0,True,False,Closed,Black
Logitech G430,148.97,Circumaural,2020.0,True,False,Closed,Black / Blue
SteelSeries Arctis Nova Pro X,249.99,Circumaural,1040.0,True,False,Closed,Black
Skullcandy Hesh 2 Unleashed,57.99,Circumaural,0.0,True,True,Closed,Black / Silver
Corsair HS65 SURROUND,69.98,Circumaural,2020.0,True,False,Closed,White / Gray
Asus ROG STRIX FUSION 700,110.0,Circumaural,2040.0,True,True,Closed,Black
HP HyperX Cloud Core,99.99,Circumaural,1021.0,True,True,Closed,Black / Red
Sennheiser HD 490 PRO Plus,479.0,Circumaural,0.0,False,False,Open,Black
Sennheiser GAME ZERO,79.9,Circumaural,1026.0,True,False,Closed,Black / Red
SteelSeries Arctis Nova 7P,148.5,Circumaural,2022.0,True,True,Closed,White / Blue
Razer NARI ESSENTIAL,184.52,Circumaural,2020.0,True,True,Closed,Black
Sennheiser HD 569,119.98,Circumaural,1028.0,True,False,Closed,Black
Turtle Beach Recon 50,0.0,Circumaural,0.0,True,False,Closed,Black / Red
EPOS H3PRO Hybrid,112.99,Circumaural,2020.0,True,True,Closed,Black / Blue
Logitech G933 Artemis Spectrum,109.22,Circumaural,2020.0,True,True,Closed,Black / Blue
Beyerdynamic DT990 Premium 32,169.0,Circumaural,535.0,False,False,Open,Black / Silver
Logitech G533,164.99,Circumaural,0.0,True,True,Closed,Black
Razer NARI,224.5,Circumaural,2020.0,True,True,Closed,Black / Green
Cyber Acoustics AC-840,16.98,Supra-aural,2020.0,True,False,Closed,Black / Silver
Anker Soundcore Life Q20,54.99,Circumaural,1640.0,True,True,Closed,Silver
Razer Kraken BT - Kitty Edition,108.89,Circumaural,2020.0,True,True,Closed,Pink / White
Logitech G935,119.99,Circumaural,2020.0,True,True,Closed,Black
Logitech G733,131.68,Circumaural,2020.0,True,True,Closed,Purple
Audeze Penrose X,384.23,Circumaural,1050.0,True,True,Closed,Black / Green
Meze Audio 99 Neo,199.0,Circumaural,1525.0,False,False,Closed,Black
Audio-Technica ATH-E70,331.71,In Ear,2019.0,False,False,Closed,Black / Red
Sennheiser GSP 670,169.0,Circumaural,1023.0,True,True,Closed,Black
Rosewill SAROS C740S,29.74,Circumaural,2020.0,True,True,Closed,Black / Silver
Corsair VOID,148.6,Circumaural,2020.0,True,False,Closed,Black
Gigabyte Aorus H5,103.9,Circumaural,2020.0,True,False,Closed,Black / Orange
Logitech H390,24.99,Supra-aural,2020.0,True,False,Closed,Black / Silver
Bose QuietComfort 35 Series II,569.0,Circumaural,0.0,True,True,Closed,Pink / White
Adesso Xtream G1,23.58,Circumaural,2020.0,True,False,Closed,Black / Blue
Razer Kraken (2019),119.83,Circumaural,1228.0,True,False,Closed,Black
Apple AirPods Max,449.99,Circumaural,0.0,True,True,Closed,Blue
Razer Kraken (2019),134.99,Circumaural,1228.0,True,False,Closed,Green / Black
HP HyperX Cloud MIX,212.81,Circumaural,1040.0,True,True,Closed,Black / Silver
Anker Soundcore Life Q20,0.0,Circumaural,1640.0,True,True,Closed,Black
SteelSeries Arctis 9X,192.0,Circumaural,2020.0,True,True,Closed,Black / Green
Beyerdynamic DT 880 Premium 250 Ohm,159.0,Circumaural,535.0,False,False,Semi-open,Black / White
SteelSeries TUSQ,56.25,In Ear,2020.0,True,False,Closed,Unknown
SteelSeries ARCTIS 5 (2019),200.14,Circumaural,2022.0,True,False,Closed,White
Skullcandy Hesh 3,0.0,Circumaural,2020.0,True,True,Closed,Black
Creative Labs Zen Air,19.98,In Ear,2020.0,True,True,Closed,White
Sony MDRE9LP/BLK,9.99,Earbud,1822.0,True,False,Closed,Black
Astro A50 Xbox 4th Gen + Base Station,0.0,Circumaural,2020.0,True,True,Closed,Black
JBL Quantum 400,99.95,Circumaural,2020.0,True,False,Closed,Black
SteelSeries Arctis 7X,243.99,Circumaural,2020.0,True,True,Closed,Black / Green
Samsung Buds2 Pro,154.99,In Ear,0.0,True,True,Closed,Black
Beyerdynamic T 5 p,977.3,Circumaural,550.0,False,False,Closed,Black / Silver
Sennheiser M3AEBTXL,389.99,Circumaural,622.0,False,True,Closed,White / Silver
HiFiMAN Arya,759.0,Circumaural,865.0,False,False,Open,Black
Focal Clear,0.0,Circumaural,528.0,False,False,Open,Gray
Razer Kraken (2019),79.9,Circumaural,1228.0,True,False,Closed,Black / Blue
Razer Kraken V3 X,75.98,Circumaural,1228.0,True,False,Closed,Black
HP HyperX Cloud Flight S,0.0,Circumaural,1022.0,True,True,Closed,Black / Silver
Beyerdynamic DT 880 Pro,175.1,Circumaural,535.0,False,False,Semi-open,Gray
Sennheiser HD 490 PRO,369.02,Circumaural,0.0,False,False,Open,Black
Asus ROG Delta Core,79.99,Circumaural,2040.0,True,False,Closed,Black
AKG K702,144.0,Circumaural,1039.8,False,False,Open,Black / Silver
Audio-Technica ATH-AD900x,152.08,Circumaural,535.0,False,False,Open,Black
Logitech G635,119.99,Circumaural,2020.0,True,False,Closed,Black / Blue
HP HyperX Cloud Core w/7.1 Dongle,57.9,Circumaural,1525.0,True,False,Closed,Unknown
Logitech ASTRO A30 LIGHTSPEED (Playstation/PC),179.99,Circumaural,2020.0,True,True,Closed,White
Razer Kraken Kitty V2 Pro,167.38,Circumaural,2020.0,True,False,Closed,Black
Corsair VOID,0.0,Circumaural,2020.0,True,False,Closed,White / Black
Philips SHP9600MB/00,74.98,Supra-aural,1235.0,True,False,Open,Black
AKG K701,158.99,Circumaural,1039.8,False,False,Open,White
Philips SHL5305BK/28,0.0,Supra-aural,1821.6,True,False,Closed,Black
Cooler Master MH751,0.0,Circumaural,2020.0,True,False,Closed,Black / Silver
Astro A38,24.99,Supra-aural,1520.0,True,True,Closed,White
SteelSeries Arctis Pro,168.0,Circumaural,1040.0,True,False,Closed,Black
Audio-Technica ATH-AD700X,118.72,Circumaural,530.0,False,False,Open,Black
AKG K240 MKII,97.0,Circumaural,1525.0,False,False,Semi-open,Black
Corsair Virtuoso Pro,149.99,Circumaural,2040.0,True,False,Open,White
SteelSeries Arctis Nova 1X,59.0,Circumaural,2022.0,True,False,Closed,Black
Cyber Acoustics AC-104,11.99,Supra-aural,0.0,True,False,Closed,Black
Lenovo Legion H300,26.99,Circumaural,2020.0,True,False,Closed,Black / Blue
Beyerdynamic TYGR 300 R,169.0,Circumaural,535.0,False,False,Open,Black
Final VR3000 for Gaming,69.0,In Ear,0.0,False,False,Closed,Black
HP HyperX Cloud Stinger Core,0.0,Circumaural,2020.0,True,False,Closed,Black
Philips SHE3590BL/10,0.0,In Ear,1223.5,True,False,Closed,Blue / White
Sennheiser GSP 500,86.67,Circumaural,1030.0,True,False,Semi-open,Black / Red
Ergoguys 2924AVPS,13.21,Circumaural,4018.0,False,False,Closed,Black / White
MSI DS502,44.0,Circumaural,2020.0,True,False,Closed,Black / Red
Turtle Beach Elite Atlas Aero,229.0,Circumaural,1220.0,True,False,Closed,Black
Logitech ASTRO A10,59.99,Circumaural,2020.0,True,False,Closed,White / Red
Beyerdynamic Amiron Home Tesla,429.0,Circumaural,540.0,False,False,Open,Black / Silver
Razer BlackShark V2 Pro - Six Siege Special Edition,0.0,Circumaural,1228.0,True,True,Closed,White / Black
Corsair HS60 Surround (Black),0.0,Circumaural,2020.0,True,False,Closed,Black
JBL Quantum 800,0.0,Circumaural,2020.0,True,True,Closed,Black
Anker Soundcore Life Q35,99.99,Circumaural,1640.0,True,True,Closed,Blue
HiFiMAN HE560,899.0,Circumaural,1550.0,False,False,Open,Black / Brown
Logitech ASTRO A10,65.98,Circumaural,2020.0,True,False,Closed,Purple
Sennheiser MOMENTUM 4,399.95,Circumaural,622.0,True,True,Closed,Copper / Black
Sony MDR-XB920/B,0.0,Supra-aural,328.0,False,False,Closed,Black / Silver
Corsair VOID PRO RGB USB (Black),0.0,Circumaural,2020.0,True,False,Closed,Black
Asus ROG CENTURION,0.0,Circumaural,0.0,True,False,Closed,Black
Razer Kraken 7.1 V2 Mercury Edition,0.0,Circumaural,1228.0,True,False,Closed,White
Corsair HS80 RGB Pink Elixir,0.0,Circumaural,2040.0,True,True,Closed,White / Pink
Corsair HS70 Bluetooth,0.0,Circumaural,2020.0,True,True,Closed,Black
